,Review_Text,Pred
1329,"I have been to khaan Saab in Vijayawada earlier and loved the food and ambience. Hence, chose to go to this place as I wanted to eat some naan and paneer butter masala.the ambience is good and the food is just amazing. From starters to main course, food was just yum. They have got an interesting nawabi sort of menu. Prices are lightly high and that's fine for me because the taste is worth the money.

Food - 4.5
Ambience - 4
Service - 4
Menu and pricing - 3.5",4.0
1330,"Being a veggie... It gets difficult to find good vegetarian food, but every time i have food from this place, its really good. I wonder how they are able to maintain consistency both in terms of quality and quantity every single time.

Overall review: Best place for north indian food!",5.0
1331,"Good food does the justice to your chinese craving,n nothing spellbinding but the bamboo rice must deserve a wow complement...it's a must try and that is the only reason I am giving 1 star extra",5.0
1332,"The price is reasonable and the quantity is okay but the taste of fried Maggie was good.

Request them not to add to cabbage in more quantity which will sometimes ruin all the taste but overall taste was good.

I said rate this restaurant 7/10.

This restaurant is the only hunger saviour during mid night.",5.0
1333,"Excellent food, great customer service. Verities of cocktails.. And verities of beverages.. Its an excellent place to weekend for get together with friends and family.. Bartenders are truly amazing with their services with a smile.. You will always remember Sonu and Anmol.. For their friendly nature with greatly handled customers.. Must visit place...For me I can hangout daily if possible... Again.. Great place to hang out with friends...",5.0
1334,"We went to have coffee at this place. They have such awesome ambience. Coffee was fantastic and Mushroom, Corn and Jalapeño Pizza was out of this world. Plus you can actually book Sports Bikes and Cars from this place. And if you have the moolah can take Lamborghini for a ride. I’m going for 4/5 for this hell of a place.",4.0
1335,"I absolutely love ordering from this place for all special occasions. I make it a point to take back their cupcake boxes home whenever I am visiting my parents.
This place is pretty expensive and there’s no denying that but if you can afford these indulgences maybe once a year, it’s so worth it.
I have usually ordered their eggless cupcakes in a mixed box of vanilla and chocolate but I have tried their sample cakes multiple times and I can’t wait to order them.
Note: they usually need advance orders so give your order on time and they are closed on Sundays so make sure that you call and confirm before making the trip.",5.0
1336,Great service by ranjit and ramjam...good ambience and a great place for family. The desserts are amazing and the sea food was lit. Affordale price,5.0
1337,"charging 10rs for packing but its bulshit, charging 10 for normal packings😈... comming to taste.. i ordered chicken fry piece biryani which tasts nutral.. means no flavour... very bad",1.0
1338,As here the food was good and they serve all the cusines chinese north and hyderabadi and buffet the chinese dishes were delicious compared to others can go with friends for hangout,5.0
1339,"I absolutely love the Red velvet cupcakes from labonel. They are the best! Although I am from Bombay, I would rate these cupcakes to be the best in the world(And trust me I try Red velvet Cupcakes & Cookies everywhere I travel!). They beat Theobroma in Bombay Hollow. 

Even their brownies, cakes are the softest most sumptuous ones ever! Must buy several boxes every time, you visit Hyderabad!",4.0
1340,"Worst food ever,please don't believe the ratings & reviews mentioned below. Both veg and non veg were bad. 
utterly disappointed after have a team party over there based the these many +ve reviews...",1.0
1341,"This is one of the place, where you can find all the foods in a very reasonable price but it doesn't mean that you have to compromise with your taste buds. I have tried Veg manchurian, gobi manuchurian, idli sambhar, vada sambhar, dahi vada, dosa ( must try ) , puri and curry and poha. I tried one unique combination here and that is plain dosa with veg manchurian, and it was just yummm. I would suggest you as well to try this. ✌️",4.0
1342,"Nice taste of north indian chaat, rahi bhalle and chole bhature. Chole bhature is one of the favourite for us. Most of the time ordered from here specially for that.",5.0
1343,"the food offered has its standard. tastes good , offers good amount at good price.",5.0
1344,Ordered C. Biryani & M. Biryani on 23.12.18...Worst Biryani.. Just tasted and thrown into dust bin.... Dont go with this restaurant... I thought this is one of the branches of somajiguda's kritunga... But it is not... Dnt go to this..,1.0
1345,good,5.0
1346,Worst food,1.0
1347,Food is very good. staff is very friendly and ambience is also good. jilebi with rabdi is very good. shakil and Raza were very friendly and served us with ease.,5.0
1348,The place is within the SLN mall in gachiwali.we took the inside seating.the ambience is petty coll.we had couple of beer & long island ice tea with chi 65 which is yami👍,5.0
1349,"We a bunch of friends went for a holiday dinner. Ordered tandoori murg, lasuni murgh tikka. Both the dishes were under cooked. Masala was not cooked at all. Had to throw away.",2.0
1350,"I have heard lot about the place but finally tonight I managed to visit it. They have an interesting and a wide range of a la carte menu and thats what we all were hoping to try out.
The ambiance is similar as of any fine dining restaurant.
I heard reviews about their service being a bit slower, but luckily I did not experience that tonight (might be due to the lesser rush on a weekday night), rather I found the service quite good.
The quantity of the dishes served did justice to the term value for money.

Recommendations:
Blackened salmon steak
Rib eye steak (one of the very few places in Hyderabad where they served an actual medium rare steak!!)
Sirloin steak
Cilantro fish
Jumbalaya
Cheese cake with blue berry compote",4.0
1351,"Nice place wing n food really good
Sauce were very tasty we had some iced coffee and the ultimate nachos were awesome and thank you very much mr praveen yadav helped us a lot and was very friendly with us..this place is highly recommended...",5.0
1352,good,5.0
1353,"Have been to this place on sunday. The starters Jawalamukhi tikka and chilly paneer was very delicious and paneer was so soft that it jst melted in mouth. In Main course paneer lababdar tasted little sweet and lacha partha was not worth. Anyways jeera rice and dal tadka was like authentic punjabi taste.
Ambience was good but it was too noisy.
Overall the experience was great.",4.0
1354,Place is good but they are charging too much cost. Better to go Paradise as compared to Karachi Cafe. If you have too much money then you should go to this place.,4.0
1355,"Good and polite service. Ambience is good and our daughter liked it very much..........
We liked the soups more than the main course.
Tapan served us well :-)",3.0
1356,"A killer DJ, a thumping sound system, nice food! That summaries Prism. Went with a group of friends..we had a gala time.. unknowingly MC sher also came on the same day! The frenzy..the madness ...it was a great vibe! I am coming back here again!",5.0
1357,"I'm OBSESSED with the Irani Chai at Karachi Cafe. The first time I had Irani Chai was here and I fell in love with the place. My friend and I come here once in a while to catch up and we just love this Cafe. It's so cute, quiet, and very pretty. I love the theme. I'm not really sure how the food is. We've had their Mawa cake which goes great with the Chai and the paneer sub which wasn't that great. But nonetheless, it's one of my favorite places.",5.0
1358,ordered Chilli baby corn fried rice and the food is delicious..... Great food with multiple options.... I enjoyed the food. quantity is decent....,4.0
1359,"Food: its an awesome place. We visit once in 2 months with family covering a large distance due to taste of various items in its north & south thali. One could order more of any item of their like from the thali as its not limited.

Service: sometime is slow, restaurant not ready for more customers or waiters lie on face that item is over and still serve to other customers before us then chef comes to rescue. The chef is courteous as takes feedback and works on it.

Over nice place for quality food, not everything is 100% hence 4 star rating.",5.0
1360,very good service,5.0
1361,"On my visit at a pleasant evening to the restaurant I ordered Cosmopolitan drink. While my friends beer came right away, they took almost an hour to get my drink. After that day, I got some infection in my throat which I ignored for few days and it got worse. The doctor at Apollo told me that it’s a severe bacterial infection and I had to take antibiotic injection twice along with other medication followed by various tests. Although everything about the restaurant was nice but not sure what went wrong with that drink in particular which ended me in a hospital!",5.0
1362,Nice place. Tapan and dharma raj served us very well. Served instantaneously. Good and delicious food. Nice music. Good ambience. Good menu.,5.0
1363,"I used to spot this shop opposite to the DLF IT park while coming back from work during my stay in Hyderabad. Always crowded with majority of the IT people nearby and all other food delivery agents waiting to take parcel. Got to know that they are also delivering till the wee hours of the night.

I was wanting to order from here once for that taste of Maggi. Who doesn't like a fancy maggi noodles? So one fine night, ordered for a Corn Masala Cheese Butter Maggi through Zomato.  That was the most fanciest name I could find on their menu. 

The delivery was smooth and the packing was okayish in a plastic box along with a plastic spoon and fork. The maggi was somewhat soggy and some what semi gravyish which I am not that big a fan of. It could have been a bit drier. But the taste was really good and one could feel all the butter & cheese in the maggi.  Good cost effective outlet for the love of Maggi Noodles.",4.0
1364,This is a quite happening place with good food and perfect ambience order tawa fish fry and chicken tikka and pasta verry good service all so very good thanks Roshan coming agen,5.0
1365,Amazing food with quick service . Feeling hungry and wish to spend reasonably? Yes this is the place you must try out then. The enticing food once tried you won’t resist to order again.,5.0
1366,"Not many varieties available. Taste not that good.
Ambience not good too. Don't understand why people have rated it so high on zomato. Went for team lunch, it was complete waste of money. Everyone was so unhappy that we made this decision.",1.0
1367,"The food and drinks are good.
The ambience is great too.
But the place feels too crowded and the dance floor sucks.
The DJ music is alright.
The staff is not good and need to be given proper training.
The way they rush guests out after 12 is too bad.",4.0
1368,Shwarma was really good. Biryani was average with hard huge chicken pieces. Paneer dish was also average. They have seating for everyone from bachelors to family.,2.0
1369,"By far the best chinese restaurant i have visited in Hyderabad. I have been there for more than 5 times or so and have never been disappointed. Their Veg Pan fried noodles is amazing. All the vegetarians out there should try that..loved their crispy corn,chilli paneer ,lemon coriander soup.. rather I would say u order anything under the sun there and u would love it. That's how surreal has been my experience so far..",5.0
1370,"I really liked the ambience. The blue cushions complimented the tables with wooden finish. The glass doors added to the elegance. The place was very calm. I had the cheesecake here, it literally melted in my mouth, absolutely loved it. One downside is that the place is a bit expensive.",4.0
1371,"Ask me about good food, and I'll tell you about 10D. Known for it's best taste and quality food. I've been a regular customer here ever since I moved to Hyderabad and so will I be.

If you've never been here, GO RIGHT AWAY!

MUST HAVE: LASAGNE (10D serves one of the best lasagne ever), Jeera Rice and Mutton Rogan Josh, Chicken Tikka, Chicken Nachos and Spaghetti Bolognese.

Cons: Wine options are bad, that's the only thing I actually regret. But, If you love beer, you'll get lucky.",5.0
1372,ontime,5.0
1373,yup,5.0
1374,Amazing place. Exemplary service by Pradhan and Sunil bhaiya on the rooftop. Loved every moment of this palce. The dj was amazing too. The cost is also okay. Not very expensive.,4.0
1375,not properly fried,5.0
1376,good,5.0
1377,"Place is pretty good and the food is decent but the service is really pathetic even not in the busy hours, it takes 20 minute to take your order.",4.0
1378,"The bar ambiance is good. We ordered chilli broccoli and that had mix of broccoli and cauliflower. Broccoli was tasty!!
It is at the outer area so there was problem for booking a cab also at 8:30 pm while returning",5.0
1379,"didn't like tandoori paneer paratha much, paneer makhani was average.",2.0
1380,naan is not gud....,2.0
1381,"There chicken Mandi is the best in gachibowli very tasty and worth the money just that they provide very less Mayonnaise on online orders , also it would be great if they could start a single piece version of the chicken Mandi for people like me who live alone",5.0
1382,Quality of food and packing is good.. Quantity is less in the bowl.. My advice would be to increase the quantity of dish as little quantity won't be sufficient for an individual.,5.0
1383,"In Gachibowli this place is nice to have drinks and dance. Zomato gold offer makes this experince even better. 
All the items were good could have been better, service was good. 
Overall 4/5 rating.",4.0
1384,"Masha Allah,👍",5.0
1385,don't u understand what I ordered and what u delivered,3.0
1386,"Narendra and ritam have served us good.We have enjoyed the food with our team,both in Veg and non veg they have pretty good options to choose",5.0
1387,"I have been there for quite a few time now, for brunch, Ala cart as well as only for dessert.

Brunch- They do have a hell variety of items and I am sure you won't be able to taste them all...I liked their starters very much which had egg options, pan cakes, sautee vegetables, idly, dosa and many more.It was fulfilling in itself.If you also love brunch than it is definitely worth trying and value for money.

Dessert- I went their only for dessert once and had Tiramisu and chocolate ganache...both of them tasted amazing...except Tiramisu base was little watery after sometime but still it managed to satisfy my craving.

Food-5/5
Ambiance-4/5
Service-4/5
Price-4/5",5.0
1388,"Wrong food, wrong bill, no taste, time waste
Insects in food, food raw, when metioned this all to the manager he was reluctant to hear the feedback",5.0
1389,Best place to be to hangout with your loved ones 👌🙌🏻 ambience and taste of food... one no need to comprise on that.. friendly staff.. staff sandip very humble and understands your taste.. worth being there... good value for money,5.0
1390,good and polite delivery man,5.0
1391,We went to barbeque nations for thanks giving special day team lunch.Items are good. But service is very slow. We waited for long time for food items after ordered.Deserts and starters are nice.,5.0
1392,The food was amazingly delicious. I ordered the food online and the packing and delivery service was quite impressive. they even sent a complimentary cake which was delicious. the best part about this app is you can order delicious food without thinking about health because everything is nutritious.,1.0
1393,"Haleem is very very good and I am enjoying the food
And nice place in paradise gachibowli
And service is very good I like it
Next time visit again",5.0
1394,"Nice place with decent interior and delicious food.
It's a hygenic place and the food is made of quality ingredients.
I like chicken biryani and crispy corn here.
If you want to try, they have some spicy options too. But be prepared, I eat a lot of spicy food, even I got tears.",4.0
1395,"This was totally an accidental visit,i had no idea about this place before we stepped into this one except for the fact that it's a bbq place,as the name suggests.It's two floored building beautifully lit,i was here for dinner.We opted for first floor,they immediately got the grill and the buffet starts.It's like any other bbq place but with high quality food.The starters are so very fresh,i definitely give it one of the best bbq places in the city.The menu was pretty much the same,the chicken wings deserves a special mention,we repeated it like 3 times 'AWE'mazing.The main course was decent,the dessert section was again okay specially -pan shot-was like a panflavoured liquid in shot glasses and i loved it.Everything was pretty much decent but what made me love this place more was the service.The service is amazing,shout out to ASHRAF AND REETHAM.They made our experience more pleasant. The only complain about this place is the playlist,(more of old and sad bollywood songs) it was so loud and it totally is a huge off.I suggest please change the playlist guys,it's ruining the whole vibe of the place,this is the first time i had to bear music instead of enjoying it.Anyways,i liked the unexpected visit to this place.",4.0
1396,"It was a lunch and was very hungry thought to head towards this place.
.
.

The place is quite good with spacious sitting area and decent ambience.
.
.
There are many varities available to eat where its mojitos, soups, starters, maincourse and the desserts not to forget the softdrinks the most important thing.
.
.
Had started with the lemon corriander souo and the arabian chicken soup....the best liked by me us the lemon corriander where the flavour of each ingeredient used to make the soup was felt in each sip.
..
..
Then the best to go with is the starters which includes the variety of eatables like fish hariyali, paneer papdi kabab which was good but less salt, lahori chicken kabab which was just awesom to have the tastiest one I had in a very long time, then comes the marg achari tikka which is again can stand against lahori kabab, then fish 65 was good , the golden fried babycorn which was so srumptious and welked fried ,then the veg sheek kabab which was the worst thing I tried honestly was not at all cooked properly no salt no chilli just wet piece of vegetables felt in mouth could not even eat that.
..
..
Then went ahead with prawns which was good ,then comes the crispy corn chilli pepper which was again a good one to go with.
..
..
The main course had the mouth waterting fish and mutton mandi which was really good but can be more organised if served more hot...the fish and mutton were cooked perefectly with soft texture felt......and not to forget the veg fried rice with manchuria again makes it fit to eat
..
..
Then had the virgin mojito and the kitkat shake which were perfectly made.
..
..
The most awaited and favourite part the dessert section
Which had the gulab jamun
The shahi tukda
The kuddi ki kheer
The khubani ka mittha.
...
...
Was happy and fulled after having this many varities of dishes.
..
..
Must visit this place to have a good experience of varities of different hyderabadi eatables.
..
RATINGS :
Place -4.5/5
Ambience-5/5
Waiting time-4.5/5
Service-4/5
Food-4/5
Overallrating -☆☆☆☆",4.0
1397,We have brought cakes from labonel jubilee hills many times and it has always been great. On Christmas we tried labonel Gachibowli plum cake. The cake was very good and the dried fruits were of very good quality. Totally enjoyed the cake.,5.0
1398,"The rooftop of the place is quite good. But, only drawback is that the place is small. Thus, it was overcrowded and there was little place to move.",4.0
1399,"Liked the food it's was good but not anything special or memorable, good service but I do not appreciate how the waiters pestered me into writing a review. No wonder this place a high rating staff will keep bugging you till you write a good review",5.0
1400,Veg wraps are amezing tasty!,5.0
1401,"This place was recommended by people for some good Haleem, and that's the reason we paid this place a visit. We ordered two dishes of Haleem and two full plates and one regular plate of Chicken Biryani.

The Haleem was very well prepared and had the aroma and taste. It was delicious! The servings of Biryani was overwhelming and very filling. The regular serving was more than one normal person could eat. But the taste was average and nothing new. The chicken was cooked well.

The ambience was good but a little too full. There's no default seating for groups of more than four people, and as we were a group of five, we had to rearrange a few chairs. The service was prompt but, understandably, very busy.",4.0
1402,"The taste was not yet good,it's was too oil in biryani and while we are asking to the manager he said that it was ghee,no proper response from them.",1.0
1403,"Excellent service and food buffet! This place has really warm service and they are always willing to customise the menu since it becomes repetitive otherwise. The pocket pinch is slightly higher, but it's totally worth it.

Then best starters are Cajun potato, crispy corn, mushrooms, dahi kebabs, corn tikki. All the starters are lip-smacking. Make sure to keep room for the main course.

I haven't tried many options from the main course, though, dal makhani and rice is a very comfortable choice.

Coming to desserts, gal Jamuns are literally out of the world. Try them with a scoop of vanilla ice-cream. You wouldn't want to eat them anywhere else! Alongside, pan kulfi is a must try. 😍😬 there are a plenty of other desserts to choose from.

Always up for a BarBQue grill 🍖",5.0
1404,I ordered the Cafe Frappe. It was super diluted (read 'water' ) and tasteless! Such a disappointment!,5.0
1405,The snack items are nice. The pasta here is good. I have also tried the cupcakes which were also good just a bit too sweet. The ambience is very good and there is sofa seating available too.,5.0
1406,not so good test,5.0
1407,"The DJ that came on around 11 PM yesterday night (some lady) was a terrific disimprovement over the guy who was playing right before she. Killed the buzz for us entirely (and for many others, too, visibly). Liked the ambience, though. Would want to visit again iff the same DJ never presents themselves again.",5.0
1408,Its a big mistake if ever u plan to have your food here. We have ordered for Veg Pasta & we have been served with Chicken Pasta. We have waited for an hour just for Broccoli and left without having our food.,1.0
1409,"Vada, Poha both were not good.... not cooked well. Tetrapack juice as chosen was not given. Food was not great.",5.0
1410,"Noodles packet was having too much oil, it poured around 50-100ml oil.. too bad
Fried rice was taste less",1.0
1411,Great taste and quick deliverey,5.0
1412,"I have had high expectations of food there but then my green salad with mint sauce was not very good. While the chicken wings I ordered were nice, but they ruined the American Chopsuey. It was more like eating a soupy noodles than a Chopsuey. I wish they would have made that better.
Ambience was good, staff were okay.",5.0
1413,"I liked the food very much. The best part is the ambience of it, you cannot ask for a better one in Hyderabad. It is so peaceful and one could spend hours sitting there. We had a hard time finding parking spot as the parking is full. Other than that, I loved this place and would go there again and again!",5.0
1414,he asked me to give rating.,1.0
1415,Visited this place on ramadan and we ordered 6 haleem we where 4 all we thought that we can enjoy the real taste of haleem and the bitter truth was the taste was long gone with the moving season .. seriously there is something wrong with this branch too many uncooked bones and intestines . All I can just say is ONE BAD TASTE IS ENOUGH to make all the good once bad ..,4.0
1416,"Had tried Chicken Shawarma, Lukmi, Samosa, Veg Puff, Egg and Chicken Puff.
Chicken Shawarma, was expecting the taste to be lot better but it was just ok. It tasted bland and mayonnaise was also not upto to the mark. Overall Didn't meet my expectations.

Both Lukmi and samosa were same in taste and preparation, just the shape was different. Better to go for samosa instead of Lukmi, the taste was ok though.

Comming to the Puffs, all were pretty average just like you would get in any other random bakery. Not a big fan of these.",1.0
1417,"Food is delicious.Even service is good.SK allauddin served very well. We ordered
1. Chicken Sholay
2. Paneer lababdar
3. Peas pulao
4. Tandoori roti and butter naan",2.0
1418,"First visit

1. Garlic Fried rice - good
2. Mixed veggies in schezwan sauce - good
3. Mixed mushroom platter - did not please my taste buds. Left half the dish. I am not a fan of any mushroom other than the button mushroom. Even if I liked other mushrooms, I wouldn't have liked this dish. It's nothing special. Tasted like simple sauted mushrooms.
4. Showstopper - Yin Yan soup. Half of it was a thick corn soup which has a subtle sweet taste. The other half of it had thick coriander soup. I think this is what they serve full bowl as lemon coriander soup. Fan of this. Coming back for this soup.",4.0
1419,"Ordered cheese corn maggi and veg cheese maggi for 100 rupees and review is based on that.
Quality: 5/5: The maggi was neither too soupy nor thick it was perfect with good taste
Quantity 4/5: It could have been more as per price
Delivery : 5/5
Packaging : 5/5",4.0
1420,worst quality and taste for chat,1.0
1421,"We went there to celebrate my husband's birthday given the ratings we saw. However the restaurant did not live up to the high expectations, considering the average food and slow service. The staff was courteous though as we did not like our tomato soup, and they were prompt enough to take it back. Honestly, the replaced one wasn't much of a relief either. Would recommend there to go for the evening view with friends for few drinks, but don't expect mu h beyond that!",1.0
1422,It is a good restaurant for Chinese food in Gachibowli.we did order food and starters from here and loved the quality and quantity. The staff were all friendly n ambience was decent. Only problem was that their card swipe machine was not working.but overall a good experience in Hyderabad n will visit again to have Chinese food in the landof biriyani.,4.0
1423,not bad,1.0
1424,"Food is worth the hype! Expect a crowd.

I ordered a Chicken Dum Pulao and it was the best thing I ate in my 6 days stay at Hyderabad! Everything was properly cooked and tasted delicious. Though a little expensive, they were worth it. There were ample pieces of chicken.
Only things I’d complain about would be Pudina Chutney and the quantity of rice.

This is located on the 3rd floor of a mall (SLN Terminus), and you will have to dine in the common food court. Good food and the close proximity to IT companies attract a crowd. You can order online to avoid the rush.",4.0
1425,"I ordered a mutton seekh kebab and a chicken biryani. The kebab was ok ~ 3/5 but the chicken biryani was really bad ~ 1/5. I never waste food. If there is excess, I parcel it but this biryani I just have to leave it and come. Even the chicken pieces are not at all tasty.
The ambiance is average , there are different types of seatings and they had pleasant lighting.
Overall 2/5.",1.0
1426,"A very active and courteous staff. Shaqeel was really helpful and on his toes to cater to us the whole time. The ambience was great. A great variety in the grill items however the deserts could have been a little less sweeter. The dishes well liked were crispy corn, green apple fox, and angoori gulab jamun. Ice creams and custard lacked their respective flavours which was a disappointment. Surely would like to visit again expecting the above changes are made. :)",5.0
1427,"Don't have zero rate here, one I m giving bcoz they welcomed me nice way, but food was sucks here, we had three starters which were not good at all, chicken starter was smelling may be they use stock or stale chic. Not come again here, very bad experience. Total wasting of money .
😡😡",1.0
1428,Food was stale when ordered through swiggy pop. Rita salad everything was smelling stale had to order again and discard this food. Please send proper food through swiggy pop,1.0
1429,very good,5.0
1430,"Amazing place to be with the one you love on a romantic date. Spent my first valentine after marriage over here by the pool side having dinner. The food tasted great. I would say its a place to make memories and go down the memory lane everytime u visit this place. Guys go and have fun and make memories at mazzo

Cheers Rakshita Nath",5.0
1431,"We went with the team lunch it's lavish buffet at 999/- we like the sea food grilled and the staters and main course and desserts.. The staff is friendly and explained about the menu recipes thanks for the staff about suggesting the food. According to our taste. Wonderful service given by siraj, ashish, anoop and Srikanth. Thank you guys. We will vist again. We like the ambience and interior...",5.0
1432,"Best place in gachibowli. One of the best Rooftop place in city. Must visit. You can get 2+2 offer on drinks here.

Service 5/5
Value for money 5/5
Ambience 5/5",5.0
1433,i have ordered icecrem tempteys but i dint have an icecrm in that i just have shake what happenning arround and then why of ordering with ectra money and we be on hungry,1.0
1434,Taste was good but the croissant became moist because it was packed along with omlette. please ensure appropriate packing.,5.0
1435,"If u r looking for a place to chill and relax, this is the place. Fruit juices are fresh. Ordered bombay sandwich which was worth the money. Ambience is nice and service too. Overall
Food - 4
Ambience - 4
Service - 4
Can be re-visited- Yes",4.0
1436,"Good food, great staff-ask for lama(darjeeling), Alcohol prices-decent.
Ambience-one of the best in city
Gachibowli outlet is way better than the jubilee hills one.
DJ 10 on 10
Must visit if you're a partyholic..",5.0
1437,absolutely worthless service. extremely bad attitude from the staff and even the manager is very poor and rude in his approach towards the customers... last visit to the place,1.0
1438,Shanghai chef and koba sezler both are same restaurents but dont know why in zomato it ia showing as different. You can try this restaurent with friends to taste different chinese varities.,1.0
1439,"Been here a couple times now. Great service. Nice food. Not terribly expensive. The ambience is okay-ish. Gold works here, so that's good. Would definitely go again. I only wish they were open for longer. :)",5.0
1440,"Another place where I wanted to visit from long. This is vintage, brings back your childhood days (only if you are a 90s or earlier born ;)). Excellent place ambience and tasty food. Their rolls are yummy and keem pav is a must try dish.",5.0
1441,"Was my first visit and it was awesome experience given by sunny...really thanks to him for serving us with joy and helping us in dish selection and sauce tasting
Nice place to hangout with friends and have fun with games",5.0
1442,Got a Italian chocolate cake for Christmas celebrations and it’s taste is awesome.we would like to same cake for new year also .Have to try other items too.,2.0
1443,"Ambience is average.
Food is awesome, although starters quantity served is less in comparison of price, but taste covers it's all.

Must visit place",5.0
1444,"Been to this place along with friends for a small party,We loved the place & but only concern was service associates were rude &Helpless..When we complained for burned naan was served then the server stated that we serve Naan likes this only,He didnot even apologised...very pathetic experience we had...",1.0
1445,"Follow our Instagram page: Hyderabadfoodbloggers

Tiki shack is a popular watering hole in the heart of Hyderabad booming cyber district tiki shack comes into its own during the latter half of the evening and get packed to the brim in weekends

the food was just amazing we order chicken pizza, fries n many more it was tasty and flavourful

i recommend u all to visit and a good place to spend time with ur friends

rooftop bar feature a gorgeously LIT indoor inspired by Beach side shack as well as and alfresco section overlooking the busy gachibowli road.",5.0
1446,Poori was very oily,5.0
1447,"Ok place for casual hangouts.

Food wasn’t so great, it was ok ok. There weren’t many options for drinks as well. Service was also not so great I would say.",5.0
1448,"Used to be a frequent visitor at this place. Was total disappointed yesterday night . Food was aweful to taste. Chicken starter in bean sauce was bitter in taste. They we're serving what they deemed fit for us and not as per our order. Chicken lababdar was wanting in taste, fennel seeds were used and curry was as thin as a soup , no one was nearby when serving were required. Service is what we look forward to when dining in your restaurant.Either there was change in chef or some other temporary issues. Hope it would be fixed soon and we will not be disappointed when dining next time with our friends.",5.0
1449,"Everything here is delectable to the last bit! Prices are bit on the higher side which makes it a little difficult for people on budget. However, you should definitely try their samples which is kept at the counter to satisfy your taste buds for free :D",3.0
1450,Below average food and quantity is also below average . they overlly used some spices . i ordered some Qubani sweet is also below average . nothing used other than one fruit and sugar.,1.0
1451,"Do ask for Makhan if you visit, great service & good beer. Fermentation smell can get some people uneasy but beer lovers will surely appreciate.",5.0
1452,"We were not that hungry, so we ordered veggie 9 burger and veg shawarma wrap and they were good. Service was pretty quick and ambience was nice.",5.0
1453,"Loved the service, ambience and the food
Govind and Suraj service was really nice.I like their starters maincource and deseart also.had a superb experience...",5.0
1454,"Absolute Sizzlers is absolutely best restaurant in town
We had great Sizzlers n service also excellent
Ambiance also good....

We want to visit again
Highly recommended",5.0
1455,"Delicious food and service awsome. The name of employee who give service me - raja, sahil, subandhu and mudasir and cheif name bhatt he preapred very nicely food and tasty food..ill back soon again this restaurant. Thank u guys...",5.0
1456,"When we first tried, that was 8months back.. the food taste and the quantity was good. Now they seems very much focused on offers not the quantity and quality of food. Very disappointed on my next two visits;They started reducing the quantity of the main dish in their Sizzlers, seems now the main dish is just for topping to attract.",5.0
1457,good job,5.0
1458,Awesome place for corporate parties ..trust me guys u will love it..especially the service provided is awesome and the food ...chicken wings are really hot and must try thank u Prabhu for ur amazing service,5.0
1459,the deliver agent was on time and professional..,5.0
1460,Very nice and humble staff. Cleanliness and everything is so god really impressed with the staff behaviour and i would love to come again . And refer this hotel to everyone i know. Special thanks to Varsha and chef Kranati .And other staff also commendable.,5.0
1461,"Lipsmacking food ,wings with variety of sauces
Basil grilled fish was really good and chicken pizza was perfect with thin crust and my favourite cheesecake bites
Danger zone - blazin sauce and should try it for spicy thrill
Thanks to bro sunny for serving us",5.0
1462,Awesome food and ambience. The staff were really quick and served food with smile. Overall it was a nice experience having lunch at Diners pavilion.,5.0
1463,good food,5.0
1464,worst paneer Manchuria I ever ate till now....total money waste. this restaurant should be removed from Zomato.,1.0
1465,"I never been there for dine-in ,but ordered many times the deluxe thali which was very good in quality as well as quantity.looking forward to go sometime there ,😋",4.0
1466,"A must visit for sea food lovers, brings in GOA to HYDERABAD. Would love to see more seating arrangements in the open area. Great food and lovely ambience. A must visit !! Don't miss out on the simple yet amazing fish curry rice.",5.0
1467,"Urban Asia is a goto place for good Chinese in town.

This place never disappoints when it comes to food.

Amazing lamb starters. Very well cooked.
Love their pan fried flat noodles.

Great food quality and good ambience, defines the place.

The only disappointment I’ve had with this place, was with the deserts. The cheese cake, was hard, as it was served right out of the fridge.

Nevertheless, this place is still a must go to place, for Chinese lovers.",5.0
1468,"The food was excellent and the ambience was outstanding. Raza, Shubindu and Uttam's service was good and we really enjoyed the food. The barbeque was nice and the Nawabi Biryani was good as well.",5.0
1469,"This place is for those who love the aromas of ""Lemon Grass"".....you get to taste the shoots of it in their dishes too.    

I visited this place for about 6 times with family, friends & colleagues (reunions).  Every time I happened to have a variety to taste....especially the SOUP and the platter is colourful.....the STARTERS. In fact to be precise.....like the ""Death by Chocolate"" in icecreams, their specialty is ""Death by Starters"".....they are just enough for your craving muscles & blends of buds. 

The hospitality is a near very good and courtesy is the topping on the ice.  My 3 cheers and 5 thumbs for this place.

Dr. Shankar Anappindi (9849669966)",5.0
1470,"I have been to this place with my friends on a Friday evening as they had Bollywood night starting from 8.
The food was average. They didn't even had Breezer which is disappointing. The service was not that great.
As mentioned earlier, They has Bollywood night which didn't even start till 10pm.
Finally,
Food - 2.5
Ambience - 3
Service - 3
Menu and pricing - 3",5.0
1471,"Raza and shakeel, thanks for the good service. Nice place
. Recommend. Food is good. And service was excellent. Really enjoyed the every bite of food. For the quality of food and service they really deserve a 5 star. Keep it up guys. Hope will get the same taste whenever I visit you. Thank guys.",5.0
1472,Ordered chilly paneer with fried rice. Paneer Quality was bad. Too hard. I will say NO to this menu. Waste of money...….....................,2.0
1473,"I have been there with my family. Mainly the ambiance and appetizers are just amazing.
Another main asset of the restaurant is the way there are presenting the food.",5.0
